0,774,228,777,214,766,211,767,210,729,205,760,270,657,269,781,339,602,325,769,329,597,439,715,462,631,465,779,543,593,554,762,659,486,655
1,759,206,759,193,751,191,731,187,703,183,743,251,632,260,768,332,583,340,775,373,576,450,693,454,611,454,759,537,545,548,724,650,462,650
2,748,194,752,182,737,179,746,180,694,174,741,243,633,246,760,312,575,321,755,338,569,426,688,435,608,439,757,515,542,522,724,632,458,637
3,774,181,773,167,764,165,744,162,713,160,765,245,648,234,768,344,601,334,783,439,595,440,709,426,635,429,779,512,567,522,742,618,484,634
4,797,172,796,158,788,157,765,153,736,151,784,234,666,227,785,337,616,324,798,432,615,428,723,416,650,418,791,506,582,513,756,605,497,618
5,786,177,788,163,778,162,763,158,732,157,778,235,660,229,778,336,612,323,791,431,610,432,719,418,643,418,784,508,579,513,752,608,490,625
6,780,182,787,167,767,165,770,170,721,166,779,250,658,239,779,349,609,334,791,443,607,441,720,426,645,426,786,520,576,523,753,623,491,642
7,781,178,780,165,771,163,756,162,723,160,769,243,654,237,773,341,607,332,786,437,606,440,714,424,640,426,780,515,573,521,747,615,488,632
8,776,181,774,165,765,164,744,160,717,158,758,243,643,234,763,345,597,331,777,438,593,435,704,420,628,424,769,507,562,517,739,610,474,629
9,789,167,790,152,776,149,762,148,727,144,776,229,664,219,784,330,613,316,798,421,606,421,724,406,646,410,788,495,575,503,753,596,492,615
10,830,159,830,146,823,143,807,138,774,133,814,222,698,208,818,318,646,297,828,417,638,403,753,388,675,388,821,481,604,484,776,579,521,589
11,823,121,836,107,809,107,834,114,771,107,826,197,705,186,822,298,650,281,836,389,646,383,757,368,681,369,829,463,613,463,783,556,524,566
12,807,124,819,107,791,107,827,111,755,105,818,198,694,187,813,303,643,287,827,401,636,387,747,370,670,368,815,465,584,473,769,560,504,576
13,831,122,847,109,815,105,849,116,770,104,828,197,712,186,837,297,656,281,851,384,647,386,768,361,684,366,836,464,607,467,789,562,528,569
14,873,137,890,121,858,119,901,121,815,107,880,205,755,192,873,304,694,287,885,398,687,386,802,366,718,366,871,466,632,471,817,563,555,569
15,877,157,883,144,870,141,868,141,823,131,861,225,738,206,862,315,671,298,873,417,657,399,778,376,696,373,846,474,609,482,794,579,535,578
16,849,184,864,168,836,167,872,166,796,151,853,244,737,224,849,339,665,301,866,430,646,405,767,388,687,383,836,478,591,493,784,582,503,595
17,870,178,885,163,859,162,888,159,816,144,864,228,749,216,856,327,672,295,878,422,650,386,784,375,701,376,841,466,615,465,785,566,516,567
18,828,147,836,133,822,130,828,129,776,117,802,201,697,182,807,294,629,258,836,392,600,351,725,345,639,343,792,429,581,424,738,527,482,523
19,808,103,822,88,796,89,822,81,752,71,803,147,688,143,789,252,622,231,823,339,584,330,718,303,636,307,774,385,542,400,712,481,456,492
20,817,95,832,77,803,79,836,70,757,61,818,139,706,140,812,244,632,236,845,332,589,329,734,293,649,297,788,375,556,392,728,468,461,489
21,802,91,810,74,789,76,803,71,738,65,786,149,680,145,791,246,606,245,833,339,570,338,703,301,624,300,762,385,536,392,702,475,444,489
22,769,98,785,79,755,81,792,74,710,66,772,144,659,146,782,245,592,245,815,327,555,337,693,296,611,299,750,378,518,393,686,469,427,484
